company.href,company.name,company.url,location,year.founded,fte,type.of.company,category,company.function,sector(s),source.of.revenue,description,short.description,social.impact,financial.info,data.collection,datasets
/FarmLogs,FarmLogs,http://farmlogs.com,"Ann Arbor, MI",2011,7,Private,,Data management and analysis,Agriculture,"Subscriptions, User fees for web or mobile access","FarmLogs's mission is to invent the future of farming. Our technology makes farming more efficient and more profitable as demand for food production continues to grow. At FarmLogs we’ve seen how other businesses have leveraged web and mobile software to improve efficiency and increase profits, and we know that the same can be true for farming. We believe putting the grower first. The hard working people behind growing crops often get overlooked, but ultimately it is the farmer who is at the core of agriculture. By serving the farmer, we are serving the industry that we and our families come from and rely on.","FarmLogs is the best way for farmers to forecast and measure profits, track expenses, manage risk, and get informed all from one place.",FarmLogs measures more efficient food production and more sustainable farming.,FarmLogs was a part of Y Combinator and are a VC backed company.,questionnaire,"dataset.url,dataset.name
http://www.nass.usda.gov/research/Cropland/SARS1a.htm,Cropland Data Layer
http://www.srh.noaa.gov/ridge2/Precip/qpehourlyshape/latest,Hourly Precipitation
"
/Farmers,Farmers,http://www.farmers.com,CA,,,,Insurance, Insurance,,,,"The companies comprising the Farmers Insurance Group of Companies make up one of the country's largest insurers of vehicles, homes and small businesses and provide a wide range of other insurance and financial services products.",,,undocumented,"dataset.url,dataset.name
"
/Fastcase,Fastcase,http://fastcase.com,"Washington, DC",1999,90,Private,,Data management and analysis,"Other, Law and Government",Subscriptions,"Fastcase's mission is to democratize the law and to make legal research smarter.  America is a beacon to the world, a shining example of the rule of law -- yet access to our law is tightly controlled by a publishing duopoly.  Fastcase has created new ways to access the law, with smarter legal research tools and free apps for iOS and Android devices.  Fastcase also maintains the Public Library of Law, a free law library for nonlawyers.

Fastcase partners with 24 state bar associations to provide free legal research for their members, and today serve more than 600,000 subscribers.  According to the 2013 ABA Tech Survey, Fastcase is by far the most popular legal app in America.  Fastcase is based in Washington, D.C.","Fastcase puts the whole American law library on the desktop -- providing online access to millions of cases, statutes, and regulations, and at a fraction of the cost of existing alternatives.","We measure our impact by the number of people who are able to use our legal research tools to access the law, and with 600,000 subscribers and about 200,000 free mobile users, usage is very high.","Fastcase is a private company, so we don't publicly disclose our financials.  But the company has been growing and profitable since 2005.  We raised a modest round of outside financing in 2003, but have scaled the business based on revenues.

Operationally, we are harvesting public law from thousands of websites every day, and keying large volumes of books.  It would be nice if courts and legislatures released their work in structured or consistent data, but they don't, so a lot of our work is collecting and structuring public law in a consistent format.",questionnaire,"dataset.url,dataset.name
http://www.supremecourt.gov/opinions/slipopinions.aspx,2013 Term Opinions of the Court
http://uscode.house.gov/download/download.shtml;jsessionid=1FA3E8C9BA28C9B85B4C2E813A18E7F2,http://uscode.house.gov/download/download.shtml;jsessionid=1FA3E8C9BA28C9B85B4C2E813A18E7F2
"
/Fidelity-Investments,Fidelity Investments,https://www.fidelity.com,MA,,,,Finance & Investment, Finance & Investment,,,,"Fidelity Investments provides a wide range of services, including investment management, retirement planning, brokerage, and human resources and benefits outsourcing services.",,,undocumented,"dataset.url,dataset.name
"
/Finovate,Finovate,http://finovate.com,WA,,,,Finance & Investment, Finance & Investment,,,,Finovate is the first demo-focused conference series in financial technology.,,,undocumented,"dataset.url,dataset.name
"
/First-Fuel-Software,First Fuel Software,http://firstfuel.com,MA,,,,Energy, Energy,,,,FirstFuel's analytics platform remotely enables deep building energy savings,,,undocumented,"dataset.url,dataset.name
"
/FlightAware,FlightAware,http://www.flightaware.com/,TX,,,,Transportation, Transportation,,,,"Founded in 2005, FlightAware was the first company to offer free flight tracking services for both private and commercial air traffic.",,,undocumented,"dataset.url,dataset.name
"
/FlightStats,FlightStats,http://www.flightstats.com/,OR,,,,Transportation, Transportation,,,,FlightStats describes itself as the leading day-of-travel information source.,,,undocumented,"dataset.url,dataset.name
"
/FlightView,FlightView,http://www.flightview.com/,MA,,,,Transportation, Transportation,,,,"FlightView provides ""flight information you can act on.""",,,undocumented,"dataset.url,dataset.name
"
/FlyOnTime-,FlyOnTime ,http://flyontime.us,,,,,Transportation, Transportation,,,,"FlyOnTime makes it possible to find the most on-time flight between two airports or check how late your flight is on average, in good weather and bad, before you leave.",,,undocumented,"dataset.url,dataset.name
"
/Food--Tech-Connect,Food & Tech Connect,http://www.foodtechconnect.com,NY,,,,Food & Agriculture, Food & Agriculture,,,,"Food+Tech Connect is a media and research company building a network for innovators transforming the business of food, through news, analysis and research, and events.",,,undocumented,"dataset.url,dataset.name
"
/Fooducate,Fooducate,http://www.fooducate.com,CA,,,,Food & Agriculture, Food & Agriculture,,,,"Fooducate is a personal grocery advisor, helping people purchase the best food for their families: Using a mobile phone, consumers can look up a product at the supermarket and make a more informed buying decision.",,,undocumented,"dataset.url,dataset.name
"
/Forrester-Research,Forrester Research,http://www.forrester.com/home/,MA,,,,Research & Consulting, Research & Consulting,,,,"Forrester is a global research and advisory firm serving three client segments by providing proprietary research, consumer and business data, custom consulting, events and online communities, and peer-to-peer executive programs.",,,undocumented,"dataset.url,dataset.name
"
/Foursquare,Foursquare,https://foursquare.com,NY,,,,Lifestyle & Consumer, Lifestyle & Consumer,,,,"With Foursquare, consumers check in at local businesses to tell their friends where they like to go, and can leave tips and photos at favorite places; businesses can listen to what customers are saying and join the conversation.",,,undocumented,"dataset.url,dataset.name
"
/Fujitsu,Fujitsu,http://www.fujitsu.com/us/,CA,,,,Data/Technology, Data/Technology,,,,Fujitsu works to shape the future of society and business by using the power of ICT to contribute to their clients' success.,,,undocumented,"dataset.url,dataset.name
"
